From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),SO2 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (degree),SR (W/mt2),BP (mmHg),AT (degree C),RF (mm)
2020-12-03 19:00:00,2020-12-03 20:00:00,131.25,244.0,364.6,120.92,361.52,38.48,18.65,4.47,1.6,9.82,40.95,,74.95,0.3,241.73,1.7,990.67,21.83,0.0
2020-12-03 20:00:00,2020-12-03 21:00:00,149.5,267.5,457.1,126.1,450.55,38.65,20.07,5.2,2.48,10.9,39.97,,78.38,0.5,247.82,1.48,991.08,21.25,0.0
2020-12-03 21:00:00,2020-12-03 22:00:00,170.25,294.5,,109.22,492.85,40.85,20.8,,2.62,12.43,46.25,,81.43,0.53,228.75,1.62,991.58,20.82,0.0
2020-12-03 22:00:00,2020-12-03 23:00:00,184.75,295.5,,95.3,,38.2,19.97,,2.48,12.25,43.98,,83.05,0.38,145.88,1.9,991.62,20.48,0.0
2020-12-03 23:00:00,2020-12-04 00:00:00,193.0,285.5,,85.45,,37.73,19.95,,2.17,12.27,41.38,,84.2,0.5,226.68,1.6,991.3,20.2,0.0
2020-12-04 00:00:00,2020-12-04 01:00:00,205.25,284.25,,80.85,,39.65,19.85,4.05,2.35,12.5,41.07,,85.35,0.45,257.38,1.58,990.58,19.85,0.0
2020-12-04 01:00:00,2020-12-04 02:00:00,207.5,269.75,,66.85,461.1,41.8,13.97,2.95,1.35,11.88,38.23,,86.02,0.5,245.12,1.5,990.1,19.6,0.0
2020-12-04 02:00:00,2020-12-04 03:00:00,184.5,249.25,479.9,60.25,420.5,37.35,9.5,2.65,2.05,11.9,37.95,,86.45,0.5,238.3,1.52,989.8,19.42,0.0
2020-12-04 03:00:00,2020-12-04 04:00:00,182.75,247.0,434.95,63.42,388.43,39.5,11.8,2.38,1.73,11.97,37.9,,86.95,0.62,251.93,1.45,989.7,19.23,0.0
2020-12-04 04:00:00,2020-12-04 05:00:00,182.5,256.75,398.07,55.13,353.97,40.4,11.57,2.28,1.8,12.6,41.48,,87.52,0.32,231.82,1.65,989.65,19.08,0.0
2020-12-04 05:00:00,2020-12-04 06:00:00,185.0,262.5,379.65,42.67,332.27,37.58,10.22,2.37,2.3,13.1,45.25,,87.95,0.25,125.6,1.83,989.65,18.92,0.0
2020-12-04 06:00:00,2020-12-04 07:00:00,195.25,284.25,370.77,51.48,329.67,36.98,10.2,2.98,3.12,13.85,51.12,,88.28,0.2,161.22,1.82,990.08,18.88,0.0
2020-12-04 07:00:00,2020-12-04 08:00:00,218.25,316.0,448.3,45.62,389.82,38.4,15.25,3.42,2.98,14.77,55.5,,88.5,0.35,230.02,12.5,990.55,19.02,0.0
2020-12-04 08:00:00,2020-12-04 09:00:00,227.5,321.25,,75.82,470.13,41.1,17.2,4.08,3.6,15.4,57.1,,83.25,0.27,206.85,58.62,991.15,21.18,0.0
2020-12-04 09:00:00,2020-12-04 10:00:00,244.0,363.5,277.35,134.3,297.4,45.6,17.83,1.52,4.97,13.43,49.52,,63.4,1.07,204.62,84.4,991.85,23.75,0.0
2020-12-04 10:00:00,2020-12-04 11:00:00,252.5,404.5,152.47,154.32,206.68,50.07,18.35,0.77,26.93,8.2,30.22,,55.35,0.72,129.33,73.62,992.02,25.55,0.0
2020-12-04 11:00:00,2020-12-04 12:00:00,275.0,453.25,87.23,124.1,137.05,51.67,25.62,0.4,107.67,8.88,30.98,,49.05,0.53,90.1,111.5,991.58,27.02,0.0
2020-12-04 12:00:00,2020-12-04 13:00:00,246.75,428.75,52.62,95.6,93.72,43.15,20.3,0.03,161.22,5.72,19.57,,44.4,0.65,96.12,207.95,990.5,27.98,0.0
2020-12-04 13:00:00,2020-12-04 14:00:00,190.75,335.75,30.52,85.7,70.48,40.25,24.73,0.0,190.23,4.95,16.57,,42.63,0.65,110.9,179.48,989.42,28.48,0.0
2020-12-04 14:00:00,2020-12-04 15:00:00,193.0,334.25,18.03,76.3,55.25,38.25,23.6,,,4.42,14.32,,42.73,0.92,114.35,112.35,988.65,28.35,0.0
2020-12-04 15:00:00,2020-12-04 16:00:00,183.0,317.5,10.02,75.25,48.12,37.65,22.07,0.0,183.4,3.95,13.45,,45.45,1.1,121.95,60.1,988.12,27.77,0.0
2020-12-04 16:00:00,2020-12-04 17:00:00,176.5,306.0,13.45,126.0,78.03,35.2,16.43,0.42,62.27,4.17,14.53,,52.25,0.5,126.0,19.97,987.88,26.55,0.0
2020-12-04 17:00:00,2020-12-04 18:00:00,165.25,325.5,81.88,148.78,145.88,39.15,12.55,1.23,2.2,5.4,18.48,,63.17,0.23,127.12,3.0,988.0,24.2,0.0
2020-12-04 18:00:00,2020-12-04 19:00:00,169.5,340.25,191.75,135.45,228.38,41.27,14.83,3.12,1.52,7.67,26.2,,71.2,0.22,174.43,1.7,988.47,22.85,0.0
2020-12-04 19:00:00,2020-12-04 20:00:00,197.5,350.5,301.57,128.22,314.1,44.2,15.12,4.1,2.0,9.77,31.35,,76.33,0.28,62.03,1.95,989.03,22.08,0.0
2020-12-04 20:00:00,2020-12-04 21:00:00,230.25,389.5,467.65,129.65,450.35,46.48,18.45,5.55,2.95,11.92,37.23,,79.3,0.25,149.25,1.75,989.27,21.67,0.0
2020-12-04 21:00:00,2020-12-04 22:00:00,260.75,454.25,430.48,114.83,412.1,51.97,17.95,5.15,5.15,13.0,42.82,,80.7,0.23,90.5,1.92,989.83,21.35,0.0
2020-12-04 22:00:00,2020-12-04 23:00:00,292.75,481.75,428.83,97.42,401.43,49.57,15.75,5.05,6.03,11.57,42.67,,81.97,0.22,134.6,1.85,990.0,21.1,0.0
2020-12-04 23:00:00,2020-12-05 00:00:00,310.25,503.25,430.8,91.85,400.12,49.3,15.4,5.17,6.03,12.38,43.07,,83.28,0.3,50.6,2.0,989.88,20.75,0.0
2020-12-05 00:00:00,2020-12-05 01:00:00,308.0,485.0,402.77,84.62,373.4,49.2,14.83,2.55,5.85,11.57,40.83,,84.55,0.25,72.55,1.95,989.6,20.52,0.0
2020-12-05 01:00:00,2020-12-05 02:00:00,296.75,460.25,362.98,71.43,333.77,54.02,14.9,1.72,5.95,10.83,38.07,,85.62,0.22,102.25,1.95,989.65,20.38,0.0
2020-12-05 02:00:00,2020-12-05 03:00:00,290.25,419.5,262.45,62.9,247.7,54.2,10.3,0.7,6.03,9.88,34.25,,86.3,0.28,67.23,1.98,989.65,20.28,0.0
2020-12-05 03:00:00,2020-12-05 04:00:00,291.0,412.75,240.8,63.1,229.85,52.52,13.47,0.43,5.25,8.85,32.12,,86.82,0.27,88.0,1.95,989.55,20.2,0.0
2020-12-05 04:00:00,2020-12-05 05:00:00,287.75,405.25,179.95,61.15,179.05,53.27,12.95,0.0,4.97,7.75,30.9,,87.38,0.25,141.1,1.8,989.38,20.18,0.0
2020-12-05 05:00:00,2020-12-05 06:00:00,275.0,375.5,135.08,60.65,142.5,49.98,12.15,,4.18,7.03,27.17,,87.38,0.35,83.8,1.8,989.45,20.23,0.0
2020-12-05 06:00:00,2020-12-05 07:00:00,264.75,376.5,125.9,56.58,134.77,46.1,8.27,1.0,4.15,6.17,23.25,,87.65,0.28,97.3,2.0,990.1,19.95,0.0
2020-12-05 07:00:00,2020-12-05 08:00:00,262.75,389.0,187.8,56.35,183.18,46.3,11.33,1.47,4.53,6.35,21.3,,88.1,0.38,104.8,11.58,990.77,20.07,0.0
2020-12-05 08:00:00,2020-12-05 09:00:00,268.25,407.0,164.0,70.62,171.5,48.2,12.55,1.35,6.88,7.0,21.5,,83.47,0.6,121.3,45.95,991.53,21.52,0.0
2020-12-05 09:00:00,2020-12-05 10:00:00,276.75,414.25,61.08,66.32,85.07,51.08,11.32,0.82,35.55,6.6,12.77,,72.75,0.98,120.48,75.45,992.12,23.15,0.0
2020-12-05 10:00:00,2020-12-05 11:00:00,296.75,402.5,36.62,59.8,61.78,54.0,14.53,0.6,83.6,6.68,10.75,,64.5,1.57,118.12,83.35,992.25,24.45,0.0
2020-12-05 11:00:00,2020-12-05 12:00:00,276.75,374.75,21.65,54.35,46.6,51.15,14.72,0.43,114.5,5.55,10.77,,56.67,1.58,126.28,111.95,991.6,25.98,0.0
2020-12-05 12:00:00,2020-12-05 13:00:00,234.5,335.75,9.85,49.95,34.62,47.1,15.93,0.65,129.07,4.62,9.05,,50.85,1.35,144.05,215.85,990.7,27.07,0.0
2020-12-05 13:00:00,2020-12-05 14:00:00,197.0,289.25,4.23,45.0,27.35,45.0,13.85,0.6,142.25,4.0,6.92,,48.78,1.15,116.6,183.1,989.95,27.68,0.0
2020-12-05 14:00:00,2020-12-05 15:00:00,185.25,276.75,3.05,43.05,25.35,41.6,14.0,0.6,146.08,3.65,6.05,,48.1,1.07,123.42,115.42,989.17,27.98,0.0
2020-12-05 15:00:00,2020-12-05 16:00:00,174.75,274.5,3.38,48.3,28.48,41.73,14.6,0.65,133.92,3.58,5.83,,49.62,1.12,116.45,59.33,988.67,27.47,0.0
2020-12-05 16:00:00,2020-12-05 17:00:00,166.5,288.75,5.78,72.15,43.05,41.1,13.3,0.85,70.73,3.77,7.55,,54.53,0.62,116.58,19.97,988.62,26.53,0.0
2020-12-05 17:00:00,2020-12-05 18:00:00,165.0,315.75,69.92,107.07,113.73,42.35,12.32,1.7,5.52,4.58,12.42,,66.03,0.23,167.72,2.93,988.95,24.4,0.0
2020-12-05 18:00:00,2020-12-05 19:00:00,180.75,319.5,157.32,105.78,184.65,47.48,16.33,2.95,2.4,6.72,21.98,,73.57,0.2,86.0,1.85,989.65,23.12,0.0
2020-12-05 19:00:00,2020-12-05 20:00:00,210.25,362.75,188.2,97.47,205.2,50.6,15.32,3.3,2.7,8.8,29.23,,77.33,0.25,104.78,1.87,990.2,22.55,0.0
2020-12-05 20:00:00,2020-12-05 21:00:00,242.0,402.75,276.6,94.03,275.48,54.1,17.38,4.0,2.95,11.12,42.8,,79.72,0.15,116.92,1.85,990.58,22.12,0.0
2020-12-05 21:00:00,2020-12-05 22:00:00,254.75,418.0,275.2,89.17,271.83,53.2,16.45,3.93,3.23,10.83,42.2,,81.83,0.25,218.43,1.73,991.2,21.75,0.0
2020-12-05 22:00:00,2020-12-05 23:00:00,260.0,426.25,288.7,75.8,275.67,46.45,14.12,4.07,3.58,10.25,39.05,,83.12,0.3,76.17,1.98,991.35,21.5,0.0
2020-12-05 23:00:00,2020-12-06 00:00:00,271.25,445.5,300.9,75.53,285.45,47.85,13.65,4.0,3.43,10.22,35.6,,83.95,0.23,94.28,1.88,991.45,21.28,0.0
2020-12-06 00:00:00,2020-12-06 01:00:00,277.75,456.75,380.42,71.4,348.0,48.98,14.57,2.65,4.05,10.2,34.58,,84.88,0.3,87.43,1.95,991.1,21.17,0.0
2020-12-06 01:00:00,2020-12-06 02:00:00,275.75,448.5,325.45,70.83,303.0,51.33,12.5,1.85,3.75,9.03,33.67,,85.67,0.23,120.27,1.98,990.92,21.0,0.0
2020-12-06 02:00:00,2020-12-06 03:00:00,271.25,411.25,199.05,61.7,194.05,54.15,10.15,0.85,4.02,8.6,33.52,,85.7,0.23,92.88,2.0,990.88,21.05,0.0
2020-12-06 03:00:00,2020-12-06 04:00:00,269.5,395.25,168.45,55.65,167.05,53.77,11.8,0.82,4.3,7.83,30.6,,85.92,0.28,139.78,1.88,991.15,21.2,0.0
2020-12-06 04:00:00,2020-12-06 05:00:00,272.75,397.25,147.5,58.15,151.27,54.97,11.77,0.6,3.85,7.6,26.95,,86.12,0.33,118.12,1.9,991.08,21.08,0.0
2020-12-06 05:00:00,2020-12-06 06:00:00,275.25,387.5,95.8,65.5,112.93,51.02,10.32,0.33,2.83,7.4,24.83,,85.77,0.25,97.55,1.9,991.42,20.98,0.0
2020-12-06 06:00:00,2020-12-06 07:00:00,265.5,373.25,91.28,54.9,103.7,45.15,8.57,1.05,3.55,6.7,22.68,,86.55,0.3,98.35,2.1,992.18,20.65,0.0
2020-12-06 07:00:00,2020-12-06 08:00:00,256.0,361.0,88.4,55.75,101.8,42.52,10.55,1.0,3.28,6.32,20.97,,86.78,0.2,135.4,11.55,992.9,20.7,0.0
2020-12-06 08:00:00,2020-12-06 09:00:00,243.5,340.0,97.38,67.5,115.32,41.78,11.75,1.27,5.12,6.17,17.85,,81.08,0.55,74.65,45.57,993.85,22.12,0.0
2020-12-06 09:00:00,2020-12-06 10:00:00,253.25,366.25,40.75,54.0,62.03,45.45,11.98,0.78,38.55,5.78,9.7,,70.25,1.12,111.75,79.0,994.5,23.68,0.0
2020-12-06 10:00:00,2020-12-06 11:00:00,260.25,365.75,29.7,57.52,54.83,50.9,16.2,0.77,62.23,5.98,6.93,,63.52,0.6,137.9,82.38,994.75,25.03,0.0
2020-12-06 11:00:00,2020-12-06 12:00:00,260.0,369.75,19.52,61.12,48.45,52.05,17.57,0.77,93.43,6.15,9.25,,55.97,0.75,124.3,109.57,994.2,26.68,0.0
2020-12-06 12:00:00,2020-12-06 13:00:00,251.0,358.75,14.25,58.25,42.62,50.12,18.5,1.0,128.57,5.97,9.4,,51.05,0.53,144.3,196.65,993.48,27.75,0.0
2020-12-06 13:00:00,2020-12-06 14:00:00,222.5,322.0,6.22,50.42,31.8,47.85,15.37,0.75,157.4,5.03,7.33,,46.9,0.8,209.1,182.12,992.4,28.48,0.0
2020-12-06 14:00:00,2020-12-06 15:00:00,171.75,259.75,3.77,45.8,27.43,39.7,14.03,0.47,160.62,4.05,8.53,,41.52,0.82,275.65,114.7,991.8,28.45,0.0
2020-12-06 15:00:00,2020-12-06 16:00:00,113.25,207.25,3.15,53.62,31.1,36.95,13.9,0.47,133.88,3.78,11.28,,42.58,0.82,270.95,55.4,991.4,27.9,0.0
2020-12-06 16:00:00,2020-12-06 17:00:00,116.25,215.75,31.18,107.62,82.28,39.62,14.8,1.12,28.65,4.47,14.1,,52.97,0.5,227.5,19.4,991.3,26.53,0.0
2020-12-06 17:00:00,2020-12-06 18:00:00,137.25,256.0,109.8,116.75,151.5,40.95,13.15,1.83,2.68,5.32,18.9,,65.3,0.6,221.82,2.9,991.33,24.3,0.0
2020-12-06 18:00:00,2020-12-06 19:00:00,155.25,283.25,192.32,115.85,218.38,46.62,16.33,2.58,2.58,6.28,21.78,,73.5,0.53,230.05,1.65,991.65,22.97,0.0
2020-12-06 19:00:00,2020-12-06 20:00:00,166.0,297.75,278.5,111.58,286.4,46.28,15.63,3.22,2.48,7.3,27.27,,77.4,0.62,244.5,1.62,992.05,22.38,0.0
2020-12-06 20:00:00,2020-12-06 21:00:00,187.75,324.0,309.25,104.78,307.88,49.9,17.12,3.58,2.9,9.28,37.58,,79.7,0.57,258.85,1.62,992.62,21.95,0.0
2020-12-06 21:00:00,2020-12-06 22:00:00,225.75,372.75,293.65,101.8,293.45,52.67,17.28,4.0,2.8,12.05,48.4,,81.57,0.68,220.75,1.8,993.2,21.7,0.0
2020-12-06 22:00:00,2020-12-06 23:00:00,263.0,422.0,256.25,91.43,257.48,50.12,13.88,3.93,2.83,12.93,53.95,,83.25,0.7,240.97,1.68,993.5,21.5,0.0
2020-12-06 23:00:00,2020-12-07 00:00:00,300.0,456.25,227.18,82.03,228.85,47.7,12.65,3.67,2.8,12.95,50.08,,84.72,0.62,242.57,1.65,993.33,21.23,0.0
2020-12-07 00:00:00,2020-12-07 01:00:00,315.5,461.5,171.53,73.72,179.0,47.2,10.77,1.98,2.92,11.68,43.0,,86.4,0.5,229.15,1.72,992.95,20.95,0.0
2020-12-07 01:00:00,2020-12-07 02:00:00,327.25,464.5,120.02,62.23,131.02,47.75,9.4,1.38,2.75,9.93,33.12,,87.15,0.57,212.05,1.7,992.62,21.0,0.0
2020-12-07 02:00:00,2020-12-07 03:00:00,330.5,457.75,62.1,55.85,80.15,57.6,7.25,0.65,3.5,9.12,27.07,,87.95,0.82,235.1,1.62,992.43,20.95,0.0
2020-12-07 03:00:00,2020-12-07 04:00:00,329.5,451.0,48.12,54.93,68.5,54.8,11.42,0.57,4.4,9.28,22.68,,88.25,0.9,230.75,1.6,992.33,21.05,0.0
2020-12-07 04:00:00,2020-12-07 05:00:00,332.5,454.25,41.6,55.55,63.5,55.9,11.1,0.57,2.88,8.95,22.32,,88.6,0.72,239.97,1.55,992.33,20.82,0.0
2020-12-07 05:00:00,2020-12-07 06:00:00,337.25,463.5,36.0,51.25,56.6,53.92,11.05,0.5,2.5,8.93,19.27,,88.85,0.75,232.77,1.6,992.85,20.82,0.0
2020-12-07 06:00:00,2020-12-07 07:00:00,331.5,457.0,34.77,49.65,54.8,47.4,9.4,1.12,2.57,7.75,14.0,,89.1,0.73,231.45,1.65,993.75,20.83,0.0
2020-12-07 07:00:00,2020-12-07 08:00:00,276.25,371.75,21.15,42.9,40.1,41.78,6.2,1.1,3.15,7.1,27.9,,88.22,0.8,233.83,18.98,993.82,17.27,0.0
2020-12-07 08:00:00,2020-12-07 09:00:00,270.0,387.5,32.12,54.08,54.95,41.8,10.07,1.1,5.5,6.75,9.82,,88.95,0.45,245.88,27.23,995.35,21.15,0.0
2020-12-07 09:00:00,2020-12-07 10:00:00,249.75,384.0,39.05,68.0,67.93,42.1,10.47,1.38,7.72,6.65,10.62,,85.0,0.65,231.05,70.3,996.13,22.18,0.0
2020-12-07 10:00:00,2020-12-07 11:00:00,272.25,417.25,28.22,79.03,65.05,45.45,11.47,1.35,25.5,6.72,11.93,,73.53,0.88,220.65,85.1,996.2,23.95,0.0
2020-12-07 11:00:00,2020-12-07 12:00:00,293.5,415.0,10.85,70.92,46.65,47.05,16.32,1.03,88.88,6.85,14.25,,60.65,1.12,269.2,112.03,995.5,25.88,0.0
2020-12-07 12:00:00,2020-12-07 13:00:00,246.0,367.0,3.38,56.42,32.7,45.12,14.77,0.85,127.42,6.0,14.65,,55.6,1.2,270.47,207.35,994.62,26.7,0.0
2020-12-07 13:00:00,2020-12-07 14:00:00,213.0,323.25,1.85,48.95,27.55,42.95,13.28,0.73,145.62,8.0,27.12,,51.7,0.97,265.98,190.38,993.65,27.43,0.0
2020-12-07 14:00:00,2020-12-07 15:00:00,197.5,293.0,3.12,47.98,28.02,40.05,14.93,0.67,139.75,6.78,19.98,,50.48,1.05,276.9,122.12,992.98,27.55,0.0
2020-12-07 15:00:00,2020-12-07 16:00:00,173.0,267.75,1.77,47.08,26.5,37.08,13.65,0.62,132.22,5.22,12.27,,50.68,0.82,264.67,62.73,992.88,27.3,0.0
2020-12-07 16:00:00,2020-12-07 17:00:00,163.25,285.25,5.1,75.88,44.5,37.2,13.75,0.98,73.7,4.72,14.72,,55.75,0.53,258.9,20.05,992.95,26.55,0.0
2020-12-07 17:00:00,2020-12-07 18:00:00,183.25,367.75,101.9,109.42,141.15,36.92,13.62,2.3,5.25,6.65,21.7,,67.7,0.55,204.18,3.05,993.02,24.47,0.0
2020-12-07 18:00:00,2020-12-07 19:00:00,199.5,348.25,233.98,111.05,249.95,45.9,14.25,3.9,2.55,10.18,34.83,,76.05,0.53,220.72,1.65,993.5,23.15,0.0
2020-12-07 19:00:00,2020-12-07 20:00:00,211.5,361.5,299.23,106.15,300.4,47.52,14.53,4.12,2.52,11.2,40.78,,80.08,0.5,237.12,1.7,994.03,22.45,0.0
2020-12-07 20:00:00,2020-12-07 21:00:00,216.75,358.25,382.12,96.2,362.72,47.92,18.05,4.72,2.45,13.35,53.27,,82.4,0.5,214.8,1.8,994.42,22.05,0.0
2020-12-07 21:00:00,2020-12-07 22:00:00,223.75,371.75,357.77,87.1,338.02,47.2,17.48,4.47,2.6,13.05,56.83,,83.75,0.6,236.77,1.7,994.73,21.7,0.0
2020-12-07 22:00:00,2020-12-07 23:00:00,242.25,379.5,360.15,80.62,336.5,46.12,18.02,4.5,2.3,13.47,58.78,,85.1,0.45,254.82,1.62,994.8,21.3,0.0
2020-12-07 23:00:00,2020-12-08 00:00:00,257.5,398.5,327.2,71.0,304.48,40.97,13.38,4.43,2.15,13.2,57.97,,85.95,0.57,232.65,1.67,994.4,21.08,0.0
2020-12-08 00:00:00,2020-12-08 01:00:00,268.25,404.0,298.2,67.05,278.75,43.45,10.82,2.95,2.08,13.03,53.53,,86.72,0.6,246.35,1.65,994.0,20.8,0.0
2020-12-08 01:00:00,2020-12-08 02:00:00,274.75,397.25,269.35,58.48,250.75,43.3,13.28,2.67,2.25,12.4,46.5,,87.55,0.62,249.18,1.52,993.65,20.62,0.0
2020-12-08 02:00:00,2020-12-08 03:00:00,266.5,561.5,9.45,69.1,44.5,46.95,4.3,,,7.08,69.75,,88.28,0.38,195.33,1.85,993.45,20.4,0.0
2020-12-08 03:00:00,2020-12-08 04:00:00,271.0,548.25,28.1,59.75,54.67,39.08,5.0,,,7.72,82.07,,88.45,0.33,175.05,1.77,993.55,20.25,0.0
2020-12-08 04:00:00,2020-12-08 05:00:00,269.0,539.0,60.62,48.75,75.35,38.35,5.33,,,7.75,76.53,,88.9,0.4,261.12,1.52,993.6,19.98,0.0
2020-12-08 05:00:00,2020-12-08 06:00:00,262.25,497.0,66.92,53.33,82.9,43.2,5.8,,,8.25,104.27,,89.25,0.42,268.1,1.48,994.17,19.82,0.0
2020-12-08 06:00:00,2020-12-08 07:00:00,257.5,506.75,60.3,71.0,86.93,46.4,7.88,,,11.2,131.68,,89.57,0.28,250.62,1.7,994.95,19.7,0.0
2020-12-08 07:00:00,2020-12-08 08:00:00,246.33,644.0,123.8,66.65,136.35,43.75,9.0,,,10.3,160.85,,89.7,0.57,236.9,10.97,995.67,19.83,0.0
2020-12-08 08:00:00,2020-12-08 09:00:00,239.5,,,,,,,,,,,,87.33,0.33,231.03,51.2,996.3,21.38,0.0
2020-12-08 09:00:00,2020-12-08 10:00:00,249.75,,,,,,,,,,,,76.38,0.33,141.7,83.08,996.73,23.27,0.0
2020-12-08 10:00:00,2020-12-08 11:00:00,271.0,395.0,23.1,104.8,74.8,,,0.8,33.63,2.8,7.65,,62.9,0.6,227.2,73.0,996.52,25.25,0.0
2020-12-08 11:00:00,2020-12-08 12:00:00,237.0,246.0,10.1,85.3,53.6,55.2,,0.67,,5.35,12.62,,52.85,0.7,186.12,100.58,995.92,26.88,0.0
2020-12-08 12:00:00,2020-12-08 13:00:00,175.25,246.75,6.55,61.45,38.1,45.0,19.0,0.3,128.23,4.85,10.72,,45.28,0.42,153.35,228.55,994.97,28.15,0.0
2020-12-08 13:00:00,2020-12-08 14:00:00,151.75,232.25,3.87,53.83,30.72,38.73,19.23,0.1,142.85,5.0,11.3,,40.88,0.35,104.0,203.7,993.8,28.85,0.0
2020-12-08 14:00:00,2020-12-08 15:00:00,129.5,196.75,4.47,54.58,32.67,40.4,18.77,0.17,181.22,5.15,13.35,,41.17,0.62,224.53,124.72,992.83,28.7,0.0
2020-12-08 15:00:00,2020-12-08 16:00:00,142.5,237.75,3.7,59.3,34.55,39.78,18.52,0.15,153.72,5.8,17.12,,42.9,0.23,328.73,62.5,992.33,28.23,0.0
2020-12-08 16:00:00,2020-12-08 17:00:00,129.5,232.0,20.0,90.28,63.92,39.05,17.3,0.65,70.15,5.72,18.48,,50.87,0.28,161.22,20.83,992.33,26.93,0.0
2020-12-08 17:00:00,2020-12-08 18:00:00,123.5,248.25,105.95,130.93,155.97,37.88,16.57,1.47,2.5,6.0,23.43,,61.85,0.33,218.75,3.15,992.38,24.45,0.0
2020-12-08 18:00:00,2020-12-08 19:00:00,135.0,272.25,303.42,129.28,315.68,40.1,19.47,4.4,3.15,6.42,32.95,,69.58,0.6,239.47,1.5,992.42,22.92,0.0
2020-12-08 19:00:00,2020-12-08 20:00:00,172.75,328.25,429.23,121.85,430.28,42.33,19.83,5.35,4.65,7.65,45.08,,74.88,0.55,233.92,1.52,992.78,22.12,0.0
2020-12-08 20:00:00,2020-12-08 21:00:00,213.5,381.0,,109.5,481.12,42.35,20.42,5.4,2.98,9.22,45.27,,79.08,0.53,234.33,1.6,993.3,21.52,0.0
2020-12-08 21:00:00,2020-12-08 22:00:00,182.0,328.0,,88.83,489.75,42.75,20.52,,2.65,10.28,46.9,,81.95,0.47,233.4,1.6,993.73,21.1,0.0
2020-12-08 22:00:00,2020-12-08 23:00:00,177.5,295.0,,80.0,,41.48,21.05,,3.0,10.8,48.28,,83.53,0.5,255.5,1.57,993.8,20.82,0.0
2020-12-08 23:00:00,2020-12-09 00:00:00,190.75,293.5,,74.33,493.2,41.58,21.6,,2.9,10.88,47.42,,84.8,0.65,259.9,1.58,993.75,20.55,0.0
2020-12-09 00:00:00,2020-12-09 01:00:00,192.5,285.25,,64.02,470.52,41.12,20.17,3.6,2.88,11.18,48.2,,85.45,0.55,240.23,1.65,993.35,20.3,0.0
2020-12-09 01:00:00,2020-12-09 02:00:00,194.75,274.0,262.6,18.37,117.33,40.2,17.1,3.2,,11.9,49.2,,85.67,0.55,249.62,1.6,993.1,20.07,0.0
2020-12-09 02:00:00,2020-12-09 03:00:00,178.0,,3.2,0.6,2.9,,18.6,,,,,,85.88,0.57,245.2,1.58,992.8,19.85,0.0
2020-12-09 03:00:00,2020-12-09 04:00:00,178.5,,0.7,3.63,1.27,,22.83,,,,,,86.42,0.47,232.9,1.65,992.48,19.78,0.0
2020-12-09 04:00:00,2020-12-09 05:00:00,194.75,,0.3,1.9,0.92,,24.3,,,,,,87.08,0.52,25.82,2.08,992.55,19.77,0.0
2020-12-09 05:00:00,2020-12-09 06:00:00,223.25,,0.83,1.43,1.3,,24.75,,,,,,86.6,0.62,85.2,2.1,992.75,20.08,0.0
2020-12-09 06:00:00,2020-12-09 07:00:00,258.0,,1.7,1.37,1.45,,24.43,,,,,,86.53,0.43,181.8,1.8,993.0,19.75,0.0
2020-12-09 07:00:00,2020-12-09 08:00:00,259.25,,1.0,2.12,1.5,,12.17,,,,,,87.53,0.5,227.28,11.43,993.45,19.6,0.0
2020-12-09 08:00:00,2020-12-09 09:00:00,253.5,,1.55,1.0,1.02,,11.5,,,,,,79.8,0.37,227.55,56.35,994.0,21.73,0.0
2020-12-09 09:00:00,2020-12-09 10:00:00,255.75,,,0.8,0.3,,11.07,,,,,,67.2,0.93,194.0,84.08,994.57,23.7,0.0
2020-12-09 10:00:00,2020-12-09 11:00:00,261.5,,,2.3,0.83,,10.12,,,,,,59.03,0.75,198.93,63.97,994.37,25.35,0.0
2020-12-09 11:00:00,2020-12-09 12:00:00,245.0,274.0,,137.3,58.9,,,,,,,,44.2,0.6,275.1,141.7,993.4,28.1,0.0
2020-12-09 12:00:00,2020-12-09 13:00:00,,,13.03,105.28,66.6,,18.2,1.02,126.22,6.5,25.27,,40.0,0.8,274.38,225.92,992.55,28.65,0.0
2020-12-09 13:00:00,2020-12-09 14:00:00,91.0,180.0,9.95,67.8,44.15,36.6,20.93,0.7,152.78,5.57,23.68,,37.33,0.98,260.55,216.45,991.53,29.02,0.0
2020-12-09 14:00:00,2020-12-09 15:00:00,85.25,171.0,8.15,58.18,37.67,33.12,20.27,0.53,129.32,5.2,24.02,,36.1,0.75,276.18,132.02,990.85,29.23,0.0
2020-12-09 15:00:00,2020-12-09 16:00:00,69.75,146.75,7.1,67.42,41.65,31.88,20.75,0.6,115.88,5.3,23.88,,38.02,0.82,273.15,60.8,990.3,28.47,0.0
2020-12-09 16:00:00,2020-12-09 17:00:00,75.5,161.75,70.78,106.4,114.82,29.33,17.38,1.75,30.72,5.2,23.27,,46.65,0.33,203.55,21.68,990.05,27.4,0.0
2020-12-09 17:00:00,2020-12-09 18:00:00,79.25,190.5,213.75,128.9,242.8,33.3,17.5,3.17,5.28,5.9,26.57,,58.58,0.35,226.17,3.12,990.05,24.77,0.0
